,event_set_song_id,event_id,event_date,event_info,event_url,event_tour_id,event_tour,venue_id,venue_name,venue_city,venue_state_code,venue_country_code,venue_latitude,venue_longitude,set_index,set_index_reversed,encore_index,encore_flag,song_index,song_index_reversed,song_position_in_set_index,song_position_in_set_index_reversed,song_name,song_info,song_cover_flag,song_cover_artist_mbid,song_cover_artist_name,song_with_flag,song_with_artist_mbid,song_with_artist_name,song_last_event_set_song_id,song_last_event_id,song_last_event_date,album_id,album_url,album_uri,album_type,album_name,album_total_tracks,album_release_date,album_image_url,album_popularity,track_id,track_url,track_uri,track_disk_number,track_duration_seconds,track_name,track_number,track_popularity,track_irsc,event_total_songs,event_total_sets,event_total_encore_songs,event_total_non_encore_songs
10,11a6571563d02a53cc2e06d5f3f41943,13960dcd,2018-10-31,,https://www.setlist.fm/setlist/mewithoutyou/2018/the-pyramid-scheme-grand-rapids-mi-13960dcd.html,dff91b2e201d2bfdb4f7a16b57c62194,[Untitled] Tour,6565d42ee8498d877f63c814c26e7e49,The Pyramid Scheme,Grand Rapids,MI,US,42.9633599,-85.6680863,2,1,1,True,18,2,2,2,In a Sweater Poorly Knit,,False,,,False,,,0a9e8180310f740215c60936ca5e4c6d,4b965fa2,2018-11-02,4yItCYzksCSiB8RcUsAdSg,https://api.spotify.com/v1/albums/4yItCYzksCSiB8RcUsAdSg,spotify:album:4yItCYzksCSiB8RcUsAdSg,album,"Brother, Sister",13.0,2006-01-01,https://i.scdn.co/image/ab67616d0000b273c3834c0b6955a4e1f0c8dfca,39.0,2v4kQsvlTPEYOIyJkytzGH,https://api.spotify.com/v1/tracks/2v4kQsvlTPEYOIyJkytzGH,spotify:track:2v4kQsvlTPEYOIyJkytzGH,1.0,326.0,In A Sweater Poorly Knit,13.0,42.0,USTN10600223,19,2,3,16
11,f5922671f03ed5b7085d214f9b909537,13960dcd,2018-10-31,,https://www.setlist.fm/setlist/mewithoutyou/2018/the-pyramid-scheme-grand-rapids-mi-13960dcd.html,dff91b2e201d2bfdb4f7a16b57c62194,[Untitled] Tour,6565d42ee8498d877f63c814c26e7e49,The Pyramid Scheme,Grand Rapids,MI,US,42.9633599,-85.6680863,1,2,0,False,5,15,5,12,Grist for the Malady Mill,,False,,,False,,,2eb44f22bed0fc5275d61dc3510124fb,4b965fa2,2018-11-02,3FAF5WMlBouLwng4uhN3BC,https://api.spotify.com/v1/albums/3FAF5WMlBouLwng4uhN3BC,spotify:album:3FAF5WMlBouLwng4uhN3BC,album,Ten Stories,11.0,2012-05-15,https://i.scdn.co/image/ab67616d0000b2733546b481349ba2463d912e52,34.0,1G8l4RLWwAbmTGqGSn9Xnp,https://api.spotify.com/v1/tracks/1G8l4RLWwAbmTGqGSn9Xnp,spotify:track:1G8l4RLWwAbmTGqGSn9Xnp,1.0,197.0,Grist for the Malady Mill,2.0,31.0,TCACH1593110,19,2,3,16
12,3084d9e809f17307350c60f02c984e97,13960dcd,2018-10-31,,https://www.setlist.fm/setlist/mewithoutyou/2018/the-pyramid-scheme-grand-rapids-mi-13960dcd.html,dff91b2e201d2bfdb4f7a16b57c62194,[Untitled] Tour,6565d42ee8498d877f63c814c26e7e49,The Pyramid Scheme,Grand Rapids,MI,US,42.9633599,-85.6680863,1,2,0,False,6,14,6,11,"Goodbye, I!",,False,,,False,,,cc28875ddf0a93735577c1e2701d3a24,4b965fa2,2018-11-02,1NAKevr9Io1J3isYJFtUiH,https://api.spotify.com/v1/albums/1NAKevr9Io1J3isYJFtUiH,spotify:album:1NAKevr9Io1J3isYJFtUiH,album,It's All Crazy! It's All False! It's All A Dream! It's Alright,11.0,2009-01-01,https://i.scdn.co/image/ab67616d0000b2735faec368c28e163e4b3b182d,35.0,2wdCMe9PlDAk0cXzJN8ouf,https://api.spotify.com/v1/tracks/2wdCMe9PlDAk0cXzJN8ouf,spotify:track:2wdCMe9PlDAk0cXzJN8ouf,1.0,229.0,"Goodbye, I!",4.0,26.0,USTN10900058,19,2,3,16
13,3123e5fa8eb0a381aad10aa19db681f2,13960dcd,2018-10-31,,https://www.setlist.fm/setlist/mewithoutyou/2018/the-pyramid-scheme-grand-rapids-mi-13960dcd.html,dff91b2e201d2bfdb4f7a16b57c62194,[Untitled] Tour,6565d42ee8498d877f63c814c26e7e49,The Pyramid Scheme,Grand Rapids,MI,US,42.9633599,-85.6680863,1,2,0,False,16,4,16,1,"Flee, Thou Matadors!",,False,,,False,,,2325abdc863aa225db994fded4ccd8f8,4b965fa2,2018-11-02,0wFPFHvi467fdOlBKTVJRY,https://api.spotify.com/v1/albums/0wFPFHvi467fdOlBKTVJRY,spotify:album:0wFPFHvi467fdOlBKTVJRY,album,[Untitled],12.0,2018-10-05,https://i.scdn.co/image/ab67616d0000b273ca3cdfa734203815440c4b6e,30.0,3EpbTPo0q1tKPOt7h92JLW,https://api.spotify.com/v1/tracks/3EpbTPo0q1tKPOt7h92JLW,spotify:track:3EpbTPo0q1tKPOt7h92JLW,1.0,297.0,"Flee, Thou Matadors!",6.0,19.0,QMCE71302116,19,2,3,16
14,db71eb28734ce6d38bdb66a8baae599b,13960dcd,2018-10-31,,https://www.setlist.fm/setlist/mewithoutyou/2018/the-pyramid-scheme-grand-rapids-mi-13960dcd.html,dff91b2e201d2bfdb4f7a16b57c62194,[Untitled] Tour,6565d42ee8498d877f63c814c26e7e49,The Pyramid Scheme,Grand Rapids,MI,US,42.9633599,-85.6680863,2,1,1,True,19,1,3,1,"Bethlehem, WV",,False,,,False,,,e7bb20a3faabb533cb66395a98d579d1,13966d81,2018-11-01,0Vb3wyIEmsCfdCQ5xa32Ap,https://api.spotify.com/v1/albums/0Vb3wyIEmsCfdCQ5xa32Ap,spotify:album:0Vb3wyIEmsCfdCQ5xa32Ap,single,[untitled] e.p.,7.0,2018-08-17,https://i.scdn.co/image/ab67616d0000b273e9887f098e0de3f0b58df0ba,17.0,6JqZOB6KrVrEfFKP6hUHA7,https://api.spotify.com/v1/tracks/6JqZOB6KrVrEfFKP6hUHA7,spotify:track:6JqZOB6KrVrEfFKP6hUHA7,1.0,215.0,"Bethlehem, WV",1.0,18.0,QMCE71302101,19,2,3,16
15,9f78a9f8418c04be195bbd8c2547e4b1,13960dcd,2018-10-31,,https://www.setlist.fm/setlist/mewithoutyou/2018/the-pyramid-scheme-grand-rapids-mi-13960dcd.html,dff91b2e201d2bfdb4f7a16b57c62194,[Untitled] Tour,6565d42ee8498d877f63c814c26e7e49,The Pyramid Scheme,Grand Rapids,MI,US,42.9633599,-85.6680863,1,2,0,False,15,5,15,2,Bear's Vision of St. Agnes,,False,,,False,,,567e0b80db5e626e4798c0eb88d2f126,1b9671ac,2018-11-03,3FAF5WMlBouLwng4uhN3BC,https://api.spotify.com/v1/albums/3FAF5WMlBouLwng4uhN3BC,spotify:album:3FAF5WMlBouLwng4uhN3BC,album,Ten Stories,11.0,2012-05-15,https://i.scdn.co/image/ab67616d0000b2733546b481349ba2463d912e52,34.0,0KZlnYrFH0hd4wvTnklcuT,https://api.spotify.com/v1/tracks/0KZlnYrFH0hd4wvTnklcuT,spotify:track:0KZlnYrFH0hd4wvTnklcuT,1.0,300.0,Bear's Vision of St. Agnes,10.0,25.0,TCACH1593129,19,2,3,16
16,da947e4ef235ed627b238545ce08ce3e,13960dcd,2018-10-31,,https://www.setlist.fm/setlist/mewithoutyou/2018/the-pyramid-scheme-grand-rapids-mi-13960dcd.html,dff91b2e201d2bfdb4f7a16b57c62194,[Untitled] Tour,6565d42ee8498d877f63c814c26e7e49,The Pyramid Scheme,Grand Rapids,MI,US,42.9633599,-85.6680863,1,2,0,False,4,16,4,13,Another Head for Hydra,,False,,,False,,,516daee7419bd6f74b48b4ce8976f509,b9671ae,2018-11-01,0wFPFHvi467fdOlBKTVJRY,https://api.spotify.com/v1/albums/0wFPFHvi467fdOlBKTVJRY,spotify:album:0wFPFHvi467fdOlBKTVJRY,album,[Untitled],12.0,2018-10-05,https://i.scdn.co/image/ab67616d0000b273ca3cdfa734203815440c4b6e,30.0,3PMsfT4LWqfDZt9RciF4di,https://api.spotify.com/v1/tracks/3PMsfT4LWqfDZt9RciF4di,spotify:track:3PMsfT4LWqfDZt9RciF4di,1.0,163.0,Another Head for Hydra,3.0,22.0,QMCE71302113,19,2,3,16
17,df08c50360a10cb62560018c0b1b8d82,13960dcd,2018-10-31,,https://www.setlist.fm/setlist/mewithoutyou/2018/the-pyramid-scheme-grand-rapids-mi-13960dcd.html,dff91b2e201d2bfdb4f7a16b57c62194,[Untitled] Tour,6565d42ee8498d877f63c814c26e7e49,The Pyramid Scheme,Grand Rapids,MI,US,42.9633599,-85.6680863,1,2,0,False,11,9,11,6,A Glass Can Only Spill What It Contains,,False,,,False,,,3ecf31874779de66a4a138bc8a820b31,6b965e32,2018-11-04,4yItCYzksCSiB8RcUsAdSg,https://api.spotify.com/v1/albums/4yItCYzksCSiB8RcUsAdSg,spotify:album:4yItCYzksCSiB8RcUsAdSg,album,"Brother, Sister",13.0,2006-01-01,https://i.scdn.co/image/ab67616d0000b273c3834c0b6955a4e1f0c8dfca,39.0,4EVu9dQCUpgLosa66xbYKC,https://api.spotify.com/v1/tracks/4EVu9dQCUpgLosa66xbYKC,spotify:track:4EVu9dQCUpgLosa66xbYKC,1.0,225.0,A Glass Can Only Spill What It Contains,5.0,33.0,USTN10600216,19,2,3,16
18,e71d26abf05ca58ec2e33af067fc1087,13960dcd,2018-10-31,,https://www.setlist.fm/setlist/mewithoutyou/2018/the-pyramid-scheme-grand-rapids-mi-13960dcd.html,dff91b2e201d2bfdb4f7a16b57c62194,[Untitled] Tour,6565d42ee8498d877f63c814c26e7e49,The Pyramid Scheme,Grand Rapids,MI,US,42.9633599,-85.6680863,1,2,0,False,12,8,12,5,"2,459 Miles",,False,,,False,,,a55138ccbd86ce57aae80907d8745af5,b9671ae,2018-11-01,0wFPFHvi467fdOlBKTVJRY,https://api.spotify.com/v1/albums/0wFPFHvi467fdOlBKTVJRY,spotify:album:0wFPFHvi467fdOlBKTVJRY,album,[Untitled],12.0,2018-10-05,https://i.scdn.co/image/ab67616d0000b273ca3cdfa734203815440c4b6e,30.0,0Zszl40tff7RJrH87kFlGo,https://api.spotify.com/v1/tracks/0Zszl40tff7RJrH87kFlGo,spotify:track:0Zszl40tff7RJrH87kFlGo,1.0,146.0,"2,459 Miles",8.0,18.0,QMCE71302118,19,2,3,16
19,069a367ce65f497494a5712018703860,1397a1ed,2018-11-10,"""Tortoises All the Way Down"" and ""August 6th"" were both listed on the written setlist as potential encore songs, but ultimately were not played.",https://www.setlist.fm/setlist/mewithoutyou/2018/rickshaw-stop-san-francisco-ca-1397a1ed.html,dff91b2e201d2bfdb4f7a16b57c62194,[Untitled] Tour,aa4d8d3d41dc3d74cbde9e837d003726,Rickshaw Stop,San Francisco,CA,US,37.775,-122.419,1,2,0,False,10,10,10,7,,Aaron Acoustic,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,19,2,3,16
